Letter ID,Full Text
ASCC 1205,"als ich Ihnen meinen Aufsatz fürs Jahrbuch übergab, ersuchte ich Sie das vereinbarte Honorar (250 M) an die Firma E. Horovitz und Co. Pelzhaus, Wien I. Neuer Markt 13 zu bezahlen. Dieser Tage nun erfahre ich durch eine Mahnung, dass das nicht geschehen ist! Ich finde das sehr unrichtig von Ihnen. Auf derlei muss ich mich doch verlassen können. Schliess lich habe ich Ihnen doch obwohl ich noch krank war, den nicht einmal zugesagten Artikel geschrieben. Da könnten Sie doch wenigstens solcherart die Gegenleistung in Ordnung erfüllen! Bitte sende mir nun umgehend den Betrag ab und schicken Sie mir 1. den beleg für die geleistete Zahlung; 2. von der Buchhaltung eine Gutschriftsmitteilung, welche ich schon wieder nicht erhalten habe, obwohl Sie mir geschrieben haben, dass die Gutschrift nach Erscheinen des Jahrbuches er folgen werde! 3 die beiden gleichen Bestättigungen N ü ber den Herrn Stein für Pult und Taktstock gelieferten Aufsatz. Wenn solche Dinge immer so erledigt werden, werde ich es mir überlegen, Ihnen noch einmal einen Aufsatz zu schicken, so wie ich ja auch der amerikanischen Zeitung des Herrn Bechert nichts mehr schicken werde, weil der Aufsatz gekürzt wurde."
ASCC 1209,"die Korrektur des 4. Stückes habe ich erhalten und auch Ihren Brief . Ich bin dagegen, von dem begleiteten Stück eine Extraausgabe zu machen, weil 1. die 3 anderen Stücke ohnedies sehr kurz sind, so dass kaum jemand vorziehen wird, bloss das einzelne zu kaufen; 2. aber hängt bei diesen Stücken die Aufführungsfrage nicht davon ab, ob man es mit oder ohne Begleitung machen will, sondern weit mehr davon, ob man es überhaupt zusammenbringt, sodass also, wer nicht alle machen kann, sondern nur zwei, keinesfalls nach der Frage der Begleitung entscheiden wird. L n a ssen Sie also, zunächst wenigstens, das ganze opus beisammen. Sollte die Praxis wider Erwarten ein anderes Bedürfnis zeigen, so kann man ja immer noch unschwer eine Separatausgabe anfertigen. Nun bitte ich Sie aber den Stich etwas mehr zu beschleunigen. Es sind fast drei Monate, dass ich das Manuskript abgeliefert habe und bis jetzt ist erst kaum die Hälfte erschienen. Bitte um Mittei lung, wieso das möglich ist. Wann erhalte ich endlich die Korrek turen des zweiten Heftes? Wenn das so lange dauert, verliert man wirklich alle Lust. Abgesehen davon bin ich ja durch das langsame Erscheinen meiner Werke so schwer geschädigt, dass ich das nicht ruhig hinnehmen kann. Wenn mein Konto dadurch immer mehr belastet wird, so muss ich doch wenigstens durch rasche Absatzmöglichkeit der neuen Werke die Möglichkeit sehen, es wieder flott zu bekommen. Es ist wahrscheinlich, dass ich in kurzer Zeit die Suite (von der jetzt drei Sätze fertig sind, und an deren letztem ich arbeite) fer tig wird. Ich möchte nun diesmal sehr gerne, ehe ich das Werk zum Druck gebe, eine Probe davon machen. Zu diesem Zweck müssten die Stimmen unter meiner Oberaufsicht hier hergestellt werden. Ich lasse darum den Herrn Direktor bitten, mich dazu zu ermächtigen und den Betrag hiefür nach Fertigstellung anzuweisen. Was es kosten wird, weiss ich nicht. Die Partitur hat cirka 100 Seiten. Es sind sie ben Instrumente (darunter Klavier), sehr viele 32-tel und 64-tel Noten, also eine schwere und umfangreiche Arbeit. Aber man braucht ja die Stimmen ohnedies für den Stich, so ist also nicht viel dabei verloren. Bitte um baldige Antwort."
ASCC 1210,"ich antworte Ihnen sofort, damit die Sache endlich vorwärts kommt. Ich bin über diese Verzöge rung sehr bös. Alles das hätte man mich schon vor zwei Monaten fragen können ✓ I. Der Untersatz in den Spiegelkanons soll so durchgeführt werden, wie Sie schreiben, also: jede längere Note in die Mitte zwischen die nächst kürzere. ✓ II. Der Text hinge n gen kann, wie im Manuskript, normal ge stochen werden, da man nur die Tatsache der Notenumkehrung zu entnehmen braucht, denn die Worte sind ja nicht umge kehrt. ✓ III. Es muss (wie Sie richtig konstatieren) heissen: Ein Spruch und zwei Variationen über ihn.„drei“ ist also falsch. Besten Dank! ✓ IV. Die Kopiatur der Suite möchte ich doch in Berlin vor nehmen lassen, denn es steht mir hiefür Kapellmeister Schmied zur Verfügung, der mir durch seine ausgezeichnete Arbei r t einen guten Dienst leisten und auch die Parti tur gut korrigieren wird. Vor allem aber mag ich es nicht riskieren, das Manuskript durch die Post zu schicken, weil mir die Neuanfertigung einer Partitur zuviel Mühe machen würde. Herr Schmied hat übrigens versprochen, nicht die Berliner Preise zu berechnen, sondern wird sich mit einem ge ringerem Satz zufrieden geben, so dass seine Arbeit für die UE gar nicht zu teuer kommt, da man ja dadurch Revisions gelder ersparen wird. Bitte teilen Sie mir also umgehend den Höchstbetrag, den Sie pro Seite zahlen wollen, mit. Vergessen Sie aber dabei nicht, dass meine Noten immer am teuersten sind, weil nicht nur bei jeder Note 2–3 Zeichen ste hen, sondern auch die Einteilung eher schwierig ist. Ich mag auch nicht soviel Zeit verlieren, bis das den Weg nach Wien und zurück gemacht hat und bis man sich in Wien zu einer Arbeit entschliesst, ist man wo anders schon längst fertig damit. Und mit meinen Arbeiten hat es ja die UE sch scheinbar nicht so eilig. Bitte beschleunigen Sie nun alles wirklich."
ASCC 1211,Ich bestätige den Betrag von M. 300 (dreihundert) von Ihnen erhalten zu haben und werde Ihnen nach Erhalt der noch ausstehenden Summe diese dann bestätigen.
ASCC 1214,= dratet ob meinen brief ersuchen einige rechnungen zu bezahlen erhalten und erledigt habet =
ASCC 1217,"anbei ein Manuskript . Dieses kommt noch zu dem Anhang in den „Drei Satiren“ als 4. u 5 Stück. Zu diesem Zweck muss einiges an der Druckvorlage geändert werden. Ich habe leider nicht ein Exemplar davon bei der Hand und kann es daher nur beiläufig angeben. Beraten Sie sich, bitte, mit Herr Stein und machen Sies so gut als möglich. 1) Vor allem den Text des 5. Stückes zu den Texten dazu geben. 2. Im Inhaltsverzeichnis muss es dann ungefähr so heißen Anhang: 1. Ein Spruch und 2 Var. über ihn. 2. Canon für Streichquartett 3. Legitimation als Canon So dürfte es ja richtig sein. 3. Die Nummerierung im Anhang muß dann offenbar geändert werden. Ich weiß nicht mehr, wie ich das bestimmt habe. Aber das ist ja gewiß nicht schwierig. Natürlich ist nur das Notwendige zu ändern. Dieser Tage werde ich die Korrektur der Chöre lesen. Bisher hatte ich zuviel zu tun, denn ich habe an der Suite gearbeitet, die am 1. Mai fertig worden ist. Sagen Sie das Herrn Direktor Hertzka. Ich muß noch die Reinschrift des letzten Satzes vollenden. Dann kann man ans Weitere denken. – Ihre Ansätze für die Kopiatur meiner Suite sind zu niedrig. Ich bin sicher, daß Sie auch in Wien dafür mehr bezahlen müssten. Uebrigens handelt es sich nicht um das Herausschreiben der Klavierstimme, da ja der Klavierspieler aus einer Partitur spielen muss, wie immer bei Kammermusik mit Klavier! Ich habe Herrn Schmidt bewogen, mit folgendem Vorschlag einverstanden zu sein: Er berechnet sein Honorar in Mark, aber etwas niedriger, als das hier übliche Stundenhonorar. Und erhält einen Teil in bar ausbezalt und den Rest in Noten mit 30 % Rabatt vom Ladenpreis. Und zwar so, dass er für jede Mark einen Schilling bar und 70 Groschen Noten bekommt also bei 10 Mark 10 Schilling und Noten im Wert von 10 Schilling (-30 %) Ich hoffe Sie sind damit einverstanden, weil auf diese Art die U. E. zu einer guten Arbeit kommt, ohne dass sie dafür mehr bezahlen muss als in Wien."
ASCC 1218,"Herr Schmid , der ein Engagement bekommen hat, kann die Arbeit nicht machen. Nun wurde mir von anderer Seite ein Kopist empfohlen, der als der Beste in Berlin gilt. Er würde Partitur und Stimmen (ca 100 Seiten Partitur, ca 120–150 Seiten Stimmen) für pauschal 130 Mark abschreiben, da er augenblicklich ohne Arbeit ist. Bitte eine postwendende Antwort, ob ich es ihm geben soll. Denn ich müsste das Stück noch hier probieren, da ich hier die Instrumentalisten umsonst haben kann. Die Kanons können so in Druck gehen, wie das Manuskript ist. Der Schluss also ohne Text. Wer ihn aufführen will, wird sich zu helfen wissen."
ASCC 1220,"Ich nehme an, dass die Bemerkung mit de m r mir neulich ein Kontoauszug übersandt wurde, im Auftrag des Herrn Direktor geschrieben wurde, fände es aber für besser, wenn er derartiges mit seinem eigenen Namen unterzeichnen würde. Ich hoffe, sowohl in meinem als auch in Ihrem Interesse, dass Sie nicht in die Lage kommen werden, meine bescheidenen Forderungen abweisen zu müssen. Ich finde es wäre fast trauriger für Sie, als für mich. Was den gesandten Auszug betrifft, so sind mir folgende Posten unerklärlich und ich bitte Sie mir mitzuteilen was diese bedeuten. Alle diese Namen sowohl als auch die Beträge sind mir unbekannt, dagegen wäre ich Ihnen sehr dankbar wenn Sie mir die Belege über die zuletzt geleisteten Zahlungen einsenden wollten, da ich sie dringendst brauche."
ASCC 1225,"Zu der Frage Ihres Briefes vom 8.VI.: Mein Name als Textdichter soll in den 3 Satiren nur auf dem Blatt stehen, wo die Texte abgedruckt sind. Oben kommt dann als Titel hin: TEXTE von Arnold Schönberg An allen andern Stellen, also auch bei den Noten, ist er also wegzunehmen. In den Vier Stücken für gem. Chor dagegen, muss er bei den beiden Stücken, die von mir sind, sowohl bei den Texten, als auch bei den Noten ebenso stehen, wie die Namen der anderen Textdichter. Das Inhaltsverzeichnis bitte ich entsprechend Ihren Aus stellungen zu kompletieren, so dass also das Vorwort, die Texte und die Anweisungen (fehlt sonst nichts?) auch drin sind. Aehnlich natürlich bei den 4 Stücken! Die Angabe der Besetzung bei den unbegleiteten Chören ist N ü berflüssig, da sie ja im Titel genannt ist und es genügt, die abweichenden zu nennen. Ich bin damit einverstanden, dass im Inhaltsverzeichnis die Seitenzahlen angegeben werden. Ich bin damit einverstanden, dass Herr Ratz die Hauskorrek tur liest; aber unter der Bedingung, dass er dazu nicht län ger als eine Woche benötigt. Herr Ratz liest ja sehr gewis senhaft und sieht sehr viel. Aber er vertieft sich doch e etwas zu lang darin und ich mag nicht wieder Monate da durch verlieren. Da nehme i d c h lieber ein paar Fehler mit in Kauf. Uebrigens habe ich selbst diesmal ziemlich gut gelesen und dürft r e das meiste musikalisch wichtige be reits gefunden haben."
ASCC 1226,"in dem Brief vom 4, VI. werden einige „Irrtümer“ eines mir gesandten Rechnungsauszuges auf meine Beanstandung hin richtiggestellt. Aber derselbe Auszug enthält wieder Fehler: es fehlen vom neuen die Gutschriften für die Artikel , die ich 9 I hnen geliefert habe. Ich muss sa gen, dass diese ewigen Fehler auf jemanden, der von der rich tigen Rechnung so abhängig ist, wie ein Autor auf Tantièmen einen sehr beunruhigenden Eindruck machen. Dabei geschieht das in Dingen, die ich kontrollieren kann. Ic j h muss mich nun fragen, wie das dort zugeht, wo ich es nicht kontrollie ren kann? Es ist jetzt das drittemal, dass ich Gutschriften für Aufsätze reklamieren muss. Ich muss Sie dringend bitten diejenigen Beamten, die dafür verantwortlich sind, zu ver anlassen, so zu arbeiten, dass mein Vertrauen nicht solchen Erschütterungen ausgesetzt wird. Arnold Schönberg, Mechanische Musikinstrumente Arnold Schönberg, Gesinnung oder Erkenntnis? Meine Frage, ob die Autorengesellschaft an Sie Tantièmen für meine Werke bezahlt habe, bezog sich nicht auf Tanti èmen, auf die ich Anspruch habe, sondern ich wollte wissen, ob Sie welche bekommen haben, als Ihren Anteil, und wieviel. Denn diese Gaunerbande, die mir für (unteranderm) acht abend füllende Orchesterkonzerte (3 Gurrel., 2 pelleas, 2 Orch. Lieder, 2 Verkl. Nacht, 2 Orchesterstücke) und je eine Aufführung der Kammersymphonie und des 1. Streichq. ""hffl 0.23 d , . s. 0.63 Groschen“ auszahlt schickt mir auf eine Anfrage den bei liegenden Brief. Ich bitte Sie diese Angelegenheit gleich mit diesen Gaunern zu besprechen, da ich sonst in einer hiesigen Zeitung, wo man es ohnedies sehr scharf auf diese Bande hat, einen offenen Brief ver ü ö ffentlichen werde, der sich gewaschen haben wird und vielleicht doch den Staatsanwalt zum Einschreiten veranlassen wird. Bitte vielmals tun Sie das, denn ich bin sehr geladen und da man mir hier zu diesem Vorgehen geraten hat, würde ich es bestimmt tun. Ich habe gedacht, Sie kommen noch nach Berlin? Ich dürfte Ende Juni weggehen. Eine Frage: Sind in Ihrem Verlag zwei Bühnenwerke von Arnold Schönberg erschienen? Ein Bekannter, der im Anbruch-Heft vergeblich danach gesucht hat, fragt mich nämlich darum? Er war der Meinung, dass diese Stücke so gut gehen, dass sie keine Reklame, ja nicht einmal Erwähnung nötig haben!"
ASCC 1229,"gelegentlich meiner Anmeldung als Mitglied der Genossenschaft Deutscher Tonsetzer mache ich eine sehr überraschende Entdeckung. Aus dem mir vorliegenden Verlagsschein über meine beiden letzten Werke geht nämlich hervor, dass ich Ihnen nicht nur das Verlags- sondern auch das Urheber L - und Aufführungsrecht abgetreten haben soll. Da ich mich nun genau daran erinnere, dass dieser Passus in unseren früheren Abmachungen nicht erläutert wurde und dass Sie mir einmal, als ich ihn beanstandete erklärten, es gienge aus „technischen Grün den“ nicht, dass Sie nicht das Verlagsrecht Urheber- und Aufführungsrecht besitzen; da ich weiters keine Ahnung hatte, dass damit eine Kürzung meiner Tantièmenanteile auf ein Drittel zusammenhängt, da ich mich mir der Tragweite dieses Passus nicht bewusst war und Sie sie mir auch nicht erklärt haben; da mir weiters bekannt ist, dass fast alle Verleger sich mit dem Verlagsrecht begnügen und ich weiters weiss, dass eine grosse Anzahl mir dem Namen nach bekannter Autoren Ihres Verlages ebenfalls nur das Verlagsrecht an Sie abgetreten haben, nehme ich an, dass es nur auf einem Irrtum beruht, dass man gerade mir, der ich der älteste und vielleicht auch verdienstvollste unter Ihren lebenden Autoren bin, dieses ungünstigere Formular zur Unterschrift hingelegt hat und dass Sie nicht die Absicht hatten, gerade mich schlechter zu stellen, als andere. Ich erwarte darum, dass Sie mir umgehend (meine Anmeldung verzögert sich sonst) eine rechtsverbindliche und auf all l e meine Werke, also auf unseren ganzen Vertrag sich beziehende Erklärung geben, welche diesen merkwürdi gen Fall aus der Welt schafft."
ASCC 1230,"Sie sehen, dass das Problem eines Verlages, der die heterogensten Elemente vereinigen will (wie ich es vorausgesehen habe) nun mehr in den Vordergrund tritt. Ich sehe davon ab, dass ich einen Verleger habe, der gezwungen ist für meine Gegner einzutreten und wenn er gegen eine Beleidigung, die mir zugefügt wurde anstreben soll, das nicht kann, weil er die Interessen meiner Gegner nicht schädigen möchte! Aber das hätte nicht passieren dürfen, dass ich einen solchen Brief bekomme, in dem nicht ein einziges entschuldigendes Wort steht. Ich nehme zur Kenntnis, was dass ich Ihnen nicht mehr wert bin, als dass Sie für mich nicht ein paar dutzend Casellas, Rie Diarietis und Male Pierrots zum Teufel jagen. Ich reise Montag von hier ab. Wenn Sie mir schreiben, dann bitte in die Wiedner Hauptstraße 18, wo ich einstweilen wohnen werde."
ASCC 12366,"Wir fragen höfl. an, wann wir die Korrekturen der am 16. Oktober 07 geschickten Stimmen zu Ihrem op 7 zurück erwarten können."
ASCC 12367,"Wir erlauben uns Ihnen beiliegend den Rechnungsauszug per 1.7 1909 ergebenst zu überreichen, abschliessend mit einem Saldo von Mark 1420.– / in Worten Vierzehnhundert und zwanzig Mark.– / zu unseren Gunsten."
ASCC 12368,"Wir erlauben uns Ihnen beiliegend den Rechnungsauszug per 1.7.10. ergebenst zu überreichen, abschliessend mit einem Saldo von Mark 1470.– / in Worten Vierzehnhundertundsiebenzig Mark.–/ zu unseren Gunsten, welchen Betrag wir Ihnen per Postanweisung zugehen lassen."
